,Acquired Immunodeficiency Syndrome,Glioma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Lymphoma,Stomach Neoplasms,Thyroid Neoplasms,Uterine Cervical Neoplasms,"Cardiomyopathy, Dilated",Alzheimer Disease,Colonic Neoplasms,"Myositis, Inclusion Body",Ovarian Neoplasms,Prostatic Neoplasms,Huntington Disease,Lung Neoplasms,Breast Neoplasms,Neoplasms,Melanoma,Schizophrenia,"Carcinoma, Hepatocellular",Neuroblastoma,Colorectal Neoplasms,Eosinophilic Esophagitis,Osteosarcoma,"Thyroid Cancer, Papillary",Retinoblastoma,"Carcinoma, Squamous Cell",Glioblastoma,Astrocytoma,Esophageal Neoplasms,Tongue Neoplasms,Aging,Seizures,Mental Disorders,Depression,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Carcinoma,Wilms Tumor,"Diabetes Mellitus, Type 2",Gallbladder Neoplasms,"Leukemia, Myeloid, Acute",Adenocarcinoma of Lung,Pancreatic Neoplasms,"Intracranial Hemorrhage, Hypertensive",Stroke,"Stroke, Lacunar",Peripheral Arterial Disease,"Glaucoma, Open-Angle",Intracranial Aneurysm,Leukemia,Cardiovascular Diseases,Carotid Stenosis,Glaucoma,Atherosclerosis,"Carcinoma, Basal Cell",Endometriosis,Coronary Artery Disease,Aortic Aneurysm,"Neurofibroma, Plexiform",Myocardial Infarction,"Aortic Aneurysm, Abdominal",Periodontitis,Neurofibromatosis 1,Diabetes Mellitus,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Frailty,Neurofibromatoses,Primary Myelofibrosis,Hypertension,Heart Failure,Medulloblastoma,"Leukemia, Lymphocytic, Chronic, B-Cell","Osteoporosis, Postmenopausal",Bone Diseases,Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Autism Spectrum Disorder,"Depressive Disorder, Major",Psychotic Disorders,Mood Disorders,"Leukemia, Lymphoid",Kidney Neoplasms,"Lymphoma, B-Cell","Leukemia, T-Cell",Multiple Myeloma,"Lupus Erythematosus, Systemic","Lymphoma, Mantle-Cell",Osteoarthritis,Liver Cirrhosis,Head and Neck Neoplasms,"Carcinoma, Ovarian Epithelial",Hematopoiesis,Hydatidiform Mole,Marek Disease,Neural Tube Defects,Pheochromocytoma,Congenital Hyperinsulinism,Pre-Eclampsia,Prader-Willi Syndrome,Hyperprolactinemia,Silver-Russell Syndrome,Adenocarcinoma,"Neoplasms, Germ Cell and Embryonal",Meningioma,Liver Neoplasms,Gestational Trophoblastic Disease,Choriocarcinoma,Pituitary Neoplasms,Adrenocortical Carcinoma,Trophoblastic Neoplasms,Infertility,Beckwith-Wiedemann Syndrome,"Arthritis, Rheumatoid","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Polycythemia Vera,Hyperhomocysteinemia,Obesity,Fibrosis,Rhabdomyosarcoma,Insulinoma,"Infarction, Middle Cerebral Artery","Carcinoma, Embryonal",Parkinson Disease,"Heart Defects, Congenital",Pneumoconiosis,"Colitis, Ulcerative",Diabetic Cardiomyopathies,"Aortic Aneurysm, Thoracic",Ependymoma,Sarcoma,Heart Diseases,Hepatitis C,Squamous Cell Carcinoma of Head and Neck,Gastrointestinal Stromal Tumors,Asthenozoospermia,Cerebrovascular Disorders,Multiple Sclerosis,Sjogren's Syndrome,"Thyroiditis, Autoimmune","Diabetes Mellitus, Type 1",Narcolepsy,Fibroma,Fibrosarcoma,Uterine Neoplasms,"Sarcoma, Endometrial Stromal","Carcinoma, Endometrioid",Hyperglycemia,HIV,"Vitreoretinopathy, Proliferative",Congenital Microtia,Retinal Degeneration,Amyotrophic Lateral Sclerosis,Familial Primary Pulmonary Hypertension,Hemangioma,Heroin Dependence,Myelodysplastic Syndromes,Metabolic Syndrome,"Purpura, Thrombocytopenic",Liver Diseases,Substance-Related Disorders,Diabetic Retinopathy,Myopia,"Leukemia, Myeloid",Syndrome,Psoriasis,Diabetic Nephropathies,Plasmacytoma,Hodgkin Disease,Burkitt Lymphoma,Cleft Lip,Cardiomegaly,"Leukemia, Promyelocytic, Acute",Asthma,Spinocerebellar Ataxias,Cardiomyopathies,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Multiple Sclerosis, Relapsing-Remitting",Hepatoblastoma,"Renal Insufficiency, Chronic",Prostatic Hyperplasia,Lithiasis,"Epilepsy, Temporal Lobe",Neurodegenerative Diseases,Klinefelter Syndrome
Hyperhomocysteinemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08251017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091137144,0.129942362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072269878,0.158021204,0,0,0.091537121,0,0,0,0,0,0.129758694,0,0,0,0.068271862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049762814,0,0.153037198,0,0.157094835,0,0.099636068,0,0,0,0,0,0,0,0,0,0,0.121855058,0,0,0,1,0.102539868,0,0,0,0,0,0,0.046026213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115318406,0,0,0,0,0,0,0.171161869,0,0,0.064483279,0,0.101133788,0,0,0,0,0.194806788,0,0,0,0,0,0,0,0,0,0,0,0,0.03392127,0,0,0,0.074448385,0,0,0,0.106042838,0,0,0,0,0,0,0,0.063860366
Obesity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06982794,0.147348899,0,0,0,0,0,0,0,0.05543569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067345137,0,0.082814098,0,0,0,0,0,0,0.055348348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042179405,0,0.351192421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102539868,1,0.082814098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048559782,0,0,0,0,0,0,0.07365237,0,0,0,0,0.042058466,0,0,0,0,0.082575063,0.078828965,0,0,0,0,0,0.058545452,0,0,0,0,0,0,0.050782683,0,0,0,0,0,0,0,0,0,0,0,0.082814098,0,0,0
Fibrosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132967489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502454733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082814098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181156072,0,0,0,0,0,0.384961951,0,0,0,0,0,0,0.116896624,0,0,0,0,0,0,0,0,0,0,0,0.502454733,0,0,0
Rhabdomyosarcoma,0,0.104803632,0.024663422,0.035180462,0.184586996,0.037336381,0.049154506,0.02737549,0,0,0.024279089,0,0.038716723,0.03732844,0,0.038808329,0.076957721,0.278942192,0.132593165,0,0.075714804,0.070263334,0.025446129,0,0.364971986,0.063608588,0.073232977,0.10948775,0.070263334,0.08412582,0.044913951,0.037330414,0,0,0,0,0.04062253,0.03008783,0.063738322,0.171575746,0.113528991,0,0.037336381,0.122366375,0.073519838,0.046501992,0,0,0,0,0,0,0.256250193,0,0,0,0,0.10948775,0,0,0,0.081501532,0,0,0,0.067374547,0,0.099837573,0,0.087692653,0,0,0,0.07615991,0.081474419,0,0,0,0,0,0,0,0,0,0.125317305,0.035180462,0.1071262,0.099837573,0.093136995,0,0.1071262,0,0,0.096778192,0.074158497,0,0.093508009,0,0,0.072723272,0,0,0,0,0,0.122366375,0.256250193,0.120288103,0.054158778,0.119170347,0.098940643,0.038907531,0.065846277,0.156259495,0,0,0,0.096543462,0.036459092,0,0,0,1,0.071632218,0,0.171575746,0,0,0,0,0,0,0.08412582,0.60987145,0,0,0.098338937,0.185396713,0,0,0,0,0,0,0,0.184532543,0.364971986,0.036462182,0.282596135,0.05399184,0,0,0,0,0,0,0,0.171575746,0,0,0,0,0,0,0,0,0.171575746,0,0,0,0.137783534,0.139190643,0.064471506,0,0,0.092847268,0,0,0,0.081474419,0,0,0,0.171575746,0,0,0,0,0,0
Insulinoma,0,0.174315571,0.054741426,0.079387294,0.156728412,0.217054921,0.287705375,0.061713215,0,0,0.140435255,0,0.234123775,0.083481872,0,0.08626197,0.170338961,0.212882751,0.112240429,0,0.291132063,0.115654827,0.150697156,0.032024662,0.086212216,0.259129338,0.168202735,0.180790768,0.115654827,0.139051863,0.22256607,0.083486456,0,0,0,0,0.244170981,0.066844567,0.144212733,0.276205502,0.130671064,0.078840284,0.217054921,0.099679599,0.163024576,0.71216827,0,0,0,0,0,0,0.205535679,0,0,0,0,0.180790768,0,0,0,0.068137675,0,0,0,0.059182204,0.110825851,0.084199833,0,0.077278027,0,0,0,0.127923252,0.068118721,0,0,0,0,0.029250677,0,0,0,0,0.1069822,0.079387294,0.089324879,0.084199833,0.082612909,0,0.089324879,0,0.088460309,0.205528813,0.274581338,0,0.07775721,0,0,0.059868518,0.154284775,0,0,0.057831065,0,0.198115258,0.205535679,0.139830914,0.311641148,0.099712277,0.142375616,0.235135166,0.239490356,0.131927719,0,0,0,0.081845291,0.081833935,0,0,0,0.071632218,1,0,0.13896988,0,0,0,0.038747561,0.052534007,0,0.139051863,0.13896988,0,0.038770926,0.217483047,0.206611367,0,0,0,0,0.054296056,0.068758036,0,0.075891676,0.086212216,0.081839814,0.099553659,0.154154335,0,0,0,0,0,0,0,0.13896988,0,0,0,0,0.134355002,0,0.03790258,0,0.13896988,0,0,0.049890363,0.11593769,0.116930987,0.055810842,0,0,0.075893162,0,0,0,0.068118721,0,0,0,0.13896988,0,0,0,0,0,0.044088109
"Infarction, Middle Cerebral Artery",0,0,0,0,0,0,0,0,0.04694636,0.14041196,0,0.029776358,0,0,0.102434106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062380363,0,0,0,0,0,0,0,0,0,0,0,0,0.29078474,0.556199291,0.37857536,0.113113599,0,0.414573471,0,0.204056972,0.288966229,0,0.096827785,0,0,0.081529524,0.123174831,0.020128532,0.127245854,0.091489132,0,0.029054691,0,0,0,0.041716138,0,0.199085825,0.075878418,0,0,0,0,0,0,0.023019981,0,0,0,0,0,0,0,0,0.081343856,0,0,0,0,0,0,0,0,0,0.062368079,0,0,0,0.019927988,0.087757729,0,0,0,0.023689579,0,0,0,0.081108877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.143877585,0.063323178,0,0,0.043123996,0.091489132,0,0,0.118980628,0,0,0,0,0.53597227,0.040034559,0,0,0,0.022032866,0,0,0,0,0,0,0,0,0,0,0.083653596,0,0,0,0,0,0,0,0,0.105794734,0,0,0,0,0,0,0,0,0,0.063334046,0,0,0.097372418,0.075878418,0,0,0,0.028711593,0,0,0,0,0.108725506,0.110431734,0
"Carcinoma, Embryonal",0,0.34327459,0.053179364,0.061604366,0.266293452,0.065795686,0.077864317,0.053174848,0,0,0.052259727,0,0.059973793,0.065781186,0,0.068686623,0.112264263,0.379706253,0.35563886,0,0.139863323,0.292631297,0.049067596,0,0.181710005,0.122265286,0.231640146,0.195253656,0.292631297,0.313048722,0.070498806,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.281331002,0.167992797,0,0.065795686,0.221445973,0.143009225,0.073242466,0,0,0,0,0,0,0.385610632,0,0,0,0,0.195253656,0,0,0,0.160387006,0,0,0,0.120023057,0,0.176127542,0,0.14044827,0,0,0,0.280143759,0.16032732,0,0,0,0,0,0,0,0,0,0.19772901,0.061604366,0.190545648,0.176127542,0.143195695,0,0.190545648,0,0,0.145633841,0.127168567,0,0.341019913,0,0,0.315825548,0,0,0,0,0,0.221445973,0.766409081,0.189018479,0.086733877,0.385886486,0.314086592,0.060293754,0.126683563,0.450026181,0,0,0,0.169685536,0.064083321,0,0,0,0.171575746,0.13896988,0,1,0,0,0,0,0,0,0.313048722,0.281331002,0,0,0.173625601,0.163358747,0,0,0,0,0,0,0,0.185771568,0.181710005,0.064089336,0.180354586,0.102152512,0,0,0,0,0,0,0,0.281331002,0,0,0,0,0,0,0,0,0.281331002,0,0,0,0.219631659,0.222139287,0.123806736,0,0,0.18577253,0,0,0,0.16032732,0,0,0,0.281331002,0,0,0,0,0,0
Parkinson Disease,0,0,0,0,0,0,0,0,0,0.343783882,0,0.080011751,0,0,0.395386515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115026571,0,0,0,0,0,0,0,0,0,0,0,0,0.201159798,0.239401258,0.184254193,0,0,0.178599525,0,0,0.178599525,0,0,0,0,0,0,0.065479157,0,0,0,0.152507027,0,0,0,0.17742541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115002396,0,0,0,0.052392822,0.176459392,0,0,0,0.062796755,0,0,0,0.143024076,0,0,0,0,0,0,0,0,0,0,0,0,0.143877585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.297144075,0.088080986,0,0,0,0.072088862,0,0,0,0,0,0,0,0,0,0,0.253039702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253881802,0,0,0,0,0.076971977,0,0,0,0,0.194760773,0.471447355,0
"Heart Defects, Congenital",0,0,0,0,0,0,0,0,0.268253199,0,0,0,0,0,0.045191054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050890589,0,0,0,0,0,0.087168387,0.099545362,0.079150061,0.092556669,0,0.089262281,0,0.323853881,0.089262281,0,0.094831881,0,0,0.203372646,0.102239912,0,0.278747691,0.088673132,0,0.042774601,0,0,0,0.051160243,0,0.146331781,0.383937673,0,0,0,0,0,0,0.482592876,0,0,0,0,0,0,0,0,0.0637081,0,0,0,0,0,0,0,0,0,0.215006538,0,0.074270595,0,0.135106847,0,0.150345904,0,0,0,0,0,0,0,0,0,0,0.193809388,0,0,0,0.046026213,0,0,0,0,0.063323178,0,0,1,0,0,0.242927217,0.088673132,0,0,0.53735583,0,0,0,0,0.118140862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260919462,0,0,0,0,0,0,0,0,0,0,0.085685631,0,0,0,0,0,0,0,0,0.148731054,0.309932548,0,0,0.04434623,0.383937673,0,0,0.162407478,0,0,0,0,0,0,0,0.107245086
Pneumoconiosis,0,0,0.15149613,0,0,0,0,0,0,0,0,0,0,0,0,0.238558271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22182513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178802383,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colitis, Ulcerative",0,0,0,0,0,0.138711944,0,0,0,0,0.285862637,0,0,0,0,0,0,0,0,0,0.047962685,0,0.311494702,0.170844359,0,0,0,0,0,0,0.124451494,0,0,0,0,0,0,0,0,0,0,0,0.053073919,0,0,0.066790266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092834158,0,0,0,0,0,0,0,0.060951239,0,0,0,0,0,0,0,0.076358017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038747561,0,0,0,0,0,1,0,0,0,0,0,0.040237357,0,0.131781292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141478173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diabetic Cardiomyopathies,0,0,0,0,0,0,0.085887985,0,0.394436394,0,0,0,0.068862235,0,0,0,0,0,0,0,0,0,0,0,0,0.057984785,0,0,0,0,0,0,0,0,0,0,0.072016338,0,0,0,0,0.261853096,0,0,0,0.081618504,0.061513829,0.07392726,0.056063396,0.068928477,0,0.066562226,0,0.273701488,0.066562226,0,0.066687014,0,0,0.144162608,0.075847902,0,0.206463934,0.062533007,0,0,0.352170325,0,0,0,0,0.113680902,0.298270006,0,0,0,0,0,0,0.143842664,0,0,0,0,0,0,0,0,0.047994334,0,0,0,0,0,0.052427315,0,0,0,0,0,0,0,0,0.07762394,0,0,0,0,0,0,0,0.069178951,0.048607633,0,0,0,0,0,0,0,0,0,0,0.052534007,0.043123996,0,0,0.242927217,0,0,1,0.062533007,0,0,0.437254929,0,0,0,0,0.092616976,0,0,0.072462035,0.225651456,0,0,0,0,0,0.040396453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335931382,0,0,0,0,0.339984543,0,0,0,0,0.24297397,0,0,0,0.591178517,0,0,0,0,0,0,0,0,0,0,0.057885354
"Aortic Aneurysm, Thoracic",0,0,0,0,0,0,0,0,0.06957264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140334059,0.177354145,0.126502901,0.164011574,0,0.312706318,0,0.30143344,0.157771151,0,0.153749255,0,0,0.123707235,0.82550776,0,0.190274521,0.646492892,0,0,0,0,0,0,0,0.293514824,0.11186854,0,0,0,0,0,0,0.032914286,0,0,0,0,0,0,0,0,0.110422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091489132,0,0,0.088673132,0,0,0.062533007,1,0,0,0.173238759,0,0,0,0,0.232737655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151030298,0,0,0,0,0,0,0,0,0,0.088692204,0,0,0,0.11186854,0,0,0,0,0,0,0,0,0,0,0
Ependymoma,0,0.84431607,0.024021984,0.034356721,0.180161108,0.036410081,0.047973832,0.026729976,0,0,0.023657123,0,0.037980091,0.036402499,0,0.037808685,0.074926036,0.267479997,0.341635954,0,0.139852957,0.395232906,0.024887316,0,0.100035169,0.112630999,0.415924364,0.21164781,0.56508657,0.67704098,0.043925987,0.036404436,0,0,0,0,0.039812438,0.02931011,0.124046214,0.330298996,0.111463164,0,0.036410081,0.118632748,0.142629238,0.045443784,0,0,0,0,0,0,0.247802297,0,0,0,0,0.21164781,0,0,0,0.143215536,0,0,0,0.101220806,0,0.097336893,0,0.130341292,0,0,0,0.614512795,0.079322119,0,0,0,0,0,0,0,0,0,0.122416245,0.034356721,0.104252601,0.097336893,0.091523925,0,0.104252601,0,0,0.09358767,0.144629441,0,0.156869927,0,0,0.264027303,0,0,0,0,0,0.235785032,0.474398497,0.221549049,0.052729147,0.202495335,0.233919049,0.038163698,0.128060912,0.268597108,0,0,0,0.094203106,0.035575245,0,0,0,0.08412582,0.139051863,0,0.313048722,0,0,0,0,0,0,1,0.16618645,0,0,0.169500886,0.091093522,0,0,0,0,0,0,0,0.090062058,0.100035169,0.035578187,0.112786306,0.105411821,0,0,0,0,0,0,0,0.16618645,0,0,0,0,0,0,0,0,0.16618645,0,0,0,0.134285239,0.135621251,0.063115218,0,0,0.0900637,0,0,0,0.079322119,0,0,0,0.16618645,0,0,0,0,0,0
Sarcoma,0,0.185921373,0.053179364,0.061604366,0.266293452,0.065795686,0.077864317,0.053174848,0,0,0.052259727,0,0.059973793,0.065781186,0,0.068686623,0.112264263,0.379706253,0.210457958,0,0.139863323,0.152855607,0.049067596,0,0.645893996,0.122265286,0.125458904,0.195253656,0.152855607,0.16618645,0.070498806,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.281331002,0.167992797,0,0.065795686,0.221445973,0.143009225,0.073242466,0,0,0,0,0,0,0.385610632,0,0,0,0,0.195253656,0,0,0,0.160387006,0,0,0,0.120023057,0,0.176127542,0,0.14044827,0,0,0,0.148718373,0.16032732,0,0,0,0,0,0,0,0,0,0.19772901,0.061604366,0.190545648,0.176127542,0.143195695,0,0.190545648,0,0,0.145633841,0.127168567,0,0.176784664,0,0,0.158904287,0,0,0,0,0,0.221445973,0.385610632,0.189018479,0.086733877,0.20207634,0.164477045,0.060293754,0.126683563,0.238232441,0,0,0,0.169685536,0.064083321,0,0,0,0.60987145,0.13896988,0,0.281331002,0,0,0,0,0,0,0.16618645,1,0,0,0.173625601,0.324678878,0,0,0,0,0,0,0,0.369224821,0.645893996,0.064089336,0.502187051,0.102152512,0,0,0,0,0,0,0,0.281331002,0,0,0,0,0,0,0,0,0.281331002,0,0,0,0.219631659,0.222139287,0.123806736,0,0,0.18577253,0,0,0,0.16032732,0,0,0,0.281331002,0,0,0,0,0,0
Heart Diseases,0,0,0,0,0,0,0,0,0.499693952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169223209,0.183642709,0.148636148,0.166578486,0,0.158821392,0,0.617716431,0.158821392,0,0.190234472,0,0,0.379380152,0.190449033,0,0.526870461,0.173238759,0,0,0,0,0,0,0,0.276258848,0.724833518,0,0,0,0,0,0,0.247863733,0,0,0,0,0,0,0,0,0.104160951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118980628,0,0,0.53735583,0,0,0.437254929,0.173238759,0,0,1,0,0,0,0,0.204894442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150598845,0,0,0,0,0,0,0,0,0,0.537500006,0,0,0,0.724833518,0,0,0,0,0,0,0,0,0,0,0
Hepatitis C,0.155713272,0,0,0,0,0.053107805,0,0,0,0,0.034401078,0,0,0,0,0,0,0,0,0,0.125425747,0,0.036729291,0.033036858,0,0,0,0,0,0,0.047644865,0,0,0,0,0,0,0,0,0,0,0,0.053107805,0,0,0.066829724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242827042,0,0,0,0,0.079688509,0,0,0.060984097,0,0,0,0,0,0,0,0.199701159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038770926,0,0,0,0,0,0.040237357,0,0,0,0,0,1,0,0.0504527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370087834,0,0,0,0,0,0,0,0,0,0.072789082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squamous Cell Carcinoma of Head and Neck,0,0.205989716,0.112349672,0.133149897,0.184868775,0.140453912,0.332644705,0.114780021,0,0,0.110792615,0,0.134737689,0.140428391,0,0.145388478,0.236207861,0.263842568,0.138256477,0,0.322780948,0.145209903,0.107447644,0,0.111849597,0.388075216,0.21544023,0.607066294,0.145209903,0.169500886,0.306637692,0.279112668,0,0,0,0,0.140802621,0.124916597,0.286643575,0.555004431,0.175512913,0,0.140453912,0.130584768,0.32619057,0.159210051,0,0,0,0,0,0,0.246904071,0,0,0,0,0.366036315,0,0,0,0.09323961,0,0,0,0.077080472,0,0.109082881,0,0.095560075,0,0,0,0.155126002,0.093212031,0,0,0,0,0,0,0,0,0,0.131415536,0.133149897,0.11615127,0.109082881,0.100198241,0,0.11615127,0,0,0.573975618,0.324771468,0,0.104217951,0,0,0.086493508,0,0,0,0,0,0.403647517,0.246904071,0.194407368,0.182517451,0.126699069,0.263168304,0.135347106,0.295257804,0.159524966,0,0,0,0.105852104,0.137491958,0,0,0,0.098338937,0.217483047,0,0.173625601,0,0,0,0,0,0,0.169500886,0.173625601,0,0,1,0.102630239,0,0,0,0,0,0,0,0.104602239,0.111849597,0.137502415,0.121815169,0.246157181,0,0,0,0,0,0,0,0.173625601,0,0,0,0,0,0,0,0,0.173625601,0,0,0,0.143089334,0.144393172,0.075506857,0,0,0.104603609,0,0,0,0.093212031,0,0,0,0.173625601,0,0,0,0,0,0
Gastrointestinal Stromal Tumors,0,0.10829265,0.02830008,0.037000817,0.176172579,0.467103885,0.048976108,0.030326201,0,0,0.335104574,0,0.039811029,0.038920732,0,0.040224187,0.072352524,0.225865568,0.131750959,0,0.232128803,0.07967828,0.34170541,0.108804844,0.347489069,0.07175511,0.079446839,0.112340376,0.07967828,0.091093522,0.430711842,0.038922393,0,0,0,0,0.041527987,0.032863537,0.071852015,0.163358747,0.115056464,0,0.203794684,0.123183165,0.081276863,0.244489457,0,0,0,0,0,0,0.231457666,0,0,0,0,0.112340376,0,0,0,0.088702429,0,0,0,0.074363131,0,0.103938306,0,0.092189506,0,0,0,0.083759252,0.088677598,0,0,0,0,0,0,0,0,0,0.125543626,0.037000817,0.110307035,0.103938306,0.096820928,0,0.110307035,0,0.104019936,0.087414781,0.080333019,0,0.098951066,0,0,0.081990331,0.069238615,0,0,0,0,0.123183165,0.231457666,0.121193095,0.278361952,0.120393735,0.102709548,0.039983833,0.073914377,0.151841794,0,0,0,0.101013342,0.038147651,0,0,0,0.185396713,0.206611367,0,0.163358747,0,0,0,0.131781292,0,0,0.091093522,0.324678878,0,0.0504527,0.102630239,1,0,0,0,0,0,0,0,0.351424151,0.347489069,0.038150408,0.189450455,0.062084021,0,0,0,0,0,0,0,0.163358747,0,0,0,0,0.15138339,0,0,0,0.163358747,0,0,0,0.136117648,0.137292658,0.07257246,0,0,0.098867838,0,0,0,0.088677598,0,0,0,0.163358747,0,0,0,0,0,0
Asthenozoospermia,0,0,0,0.061631765,0,0,0,0,0,0,0,0,0,0.171187729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134790763,0,0.041797998,0,0.036227922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061631765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063116987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060862536,0.223155366,0,0,0,0.041808796
