,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute","Lymphoma, B-Cell",Rhabdomyosarcoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
Asthma,0.043644488,0,0,0,0.041251697,0,0,0,0,0,0,0,0,0.15165256,0,0,0,0,0,0,0,0.228301605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15165256,0,0,0,0,0,0.038360173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03265613,0,0,0,0,0,0,0,0,0.046478823,0.04789143,0,0.127460069,0,0,0,0,0.033088209,0,0,0,0,0,0,0,0,0,0,0,0.038465907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178802383,0,0,0,0,0.059603463,0,0,0,0.065778661,0,0.036211174,0,0,0.21213135,0,0,0,0,0,0,0,0,0.075837105,0,0,0,0,0,0.023112226,0,0,0.039136705,0.050206683,1,0,0.033088209,0,0,0,0,0,0,0,0,0.06683407
"Leukemia, Promyelocytic, Acute",0,0.310308597,0,0.039715208,0,0.111909333,0,0,0,0,0,0.040569453,0.14091576,0.026315961,0.037284877,0.068308036,0.066961146,0.109488518,0.076633541,0.079987551,0.026864903,0.041384674,0.082212112,0,0.029024429,0.047426289,0.029468888,0.039708374,0,0,0,0,0.04266693,0.032091575,0.067089662,0.039706307,0.078014654,0.798409727,0.039715208,0.025879082,0.026315961,0.049200549,0.085919823,0,0,0,0.211204455,0,0.117265719,0,0,0,0,0,0,0,0,0.553812776,0,0.087948478,0.091718418,0,0.087062562,0,0,0.052179541,0,0,0.172977148,0.080994418,0,0,0,0,0,0,0,0.263796017,0.195930809,0.18577253,0,0.037284877,0.105236073,0,0,0.114561971,0.069429119,0,0.10011255,0.10445276,0,0.278645047,0.127258578,0.075354577,0,0,0.057854315,0,0.127098172,0,0.075354577,0,0.078190655,0.040779006,0,0,0,0.166246265,0.118710527,0,0,0,0,0,0.132163264,0.057854315,0,0.098867838,0,0.104603609,0,0.038727557,0.097168559,0.18577253,0.077647344,0,0,0,0,0,0,0.364485002,0,0,0,0,0,0.660334369,0,0,0.067903025,0,0,0.148391429,0.146792501,0,1,0.114561971,0.092847268,0,0,0,0.18577253,0.117265719,0,0,0
"Lymphoma, B-Cell",0.043488916,0.274846953,0,0.044056903,0.040560454,0.12338482,0,0,0,0,0,0.043847107,0.148881334,0.032200582,0.041604703,0.079941828,0.07970398,0.120980026,0.087276861,0.092438661,0.031798969,0.045724645,0.082503864,0,0.034122496,0.050627634,0.034596837,0.044049918,0,0,0,0,0.045939128,0.037369203,0.079794086,0.044048103,0.091589954,0.143093229,0.044056903,0.031719401,0.032200582,0.052355223,0.164418853,0,0,0,0.406288033,0,0.128666339,0,0,0,0,0,0,0,0,0.271876062,0,0.09911465,0.101181312,0,0.101132324,0,0,0.055231052,0,0.045042359,0.336049713,0.094755902,0,0,0,0,0.067974578,0,0,0.504245965,0.77110409,0.190545648,0.149702025,0.041604703,0.102679625,0,0,0.686607525,0.082345921,0,0.113255228,0.114686993,0,0.271876062,0.137189871,0.091459257,0,0,0.06062617,0.291809787,0.135537765,0,0.091459257,0,0.094518388,0.04405683,0,0,0,0.171911696,0.126220586,0,0,0,0,0,0.143093229,0.06062617,0.062056462,0.110307035,0,0.11615127,0.069665909,0.043063786,0.312541023,0.190545648,0.088347118,0,0,0,0,0,0,0.149935102,0,0.063040985,0.108577382,0,0,0.190545648,0,0,0.640316029,0,0,0.605547531,0.418897427,0.033088209,0.114561971,1,0.1071262,0.056522869,0,0,0.190545648,0.128666339,0,0,0.070992765
Rhabdomyosarcoma,0,0.278942192,0,0.037336381,0,0.104803632,0,0,0,0,0,0.038716723,0.132593165,0.024663422,0.035180462,0.065167171,0.063608588,0.364971986,0.073232977,0.075714804,0.025446129,0.038808329,0.076957721,0,0.02737549,0.044913951,0.027770549,0.037330414,0,0,0,0,0.04062253,0.03008783,0.063738322,0.03732844,0.073519838,0.122366375,0.037336381,0.024279089,0.024663422,0.046501992,0.080197337,0,0,0,0.099837573,0,0.10948775,0,0,0,0,0,0,0,0,0.256250193,0,0.083499268,0.087692653,0,0.081501532,0,0,0.049154506,0,0,0.081474419,0.07615991,0,0,0,0,0,0,0,0.125317305,0.184586996,0.171575746,0,0.035180462,0.096778192,0,0,0.1071262,0.065846277,0,0.093508009,0.098940643,0,0.256250193,0.119170347,0.070263334,0,0,0.054158778,0,0.120288103,0,0.070263334,0,0.072723272,0.038907531,0,0,0,0.156259495,0.113528991,0,0,0,0,0,0.122366375,0.054158778,0,0.185396713,0,0.098338937,0,0.036462182,0.093136995,0.171575746,0.074158497,0,0,0,0,0,0,0.096543462,0,0,0,0,0,0.171575746,0,0,0.064471506,0,0,0.139190643,0.137783534,0,0.092847268,0.1071262,1,0,0,0,0.171575746,0.10948775,0,0,0
"Anemia, Aplastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280425745,0,0,0,0.061444321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389114639,0.055596713,0,0,0,0,0,0.042584644,0,0,0.069554207,0.072156426,0,0,0,0,0,0,0.056522869,0,0,0,0,0,0,0,0,0,0,0,0.055435171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109898333,0,0,0,0,0,0,0,0,0.306911554,0,0.492051057,0.120861697,0,0,0,0,0,0.039340003,0,0,0.062995896,0,0,0,0.056522869,0,1,0,0,0,0,0,0,0
Dyskeratosis Congenita,0,0,0,0,0,0,0,0,0.102661449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163578488,0,0,0,0,0,0,0.106908629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119336956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151940152,0,0,0,0,0,0,0,0,0,0,0,0,0.263238694,0,0,0.064422551,0,0,0,0.106042838,0,0,0,0,0.176815164,0,0,0,0,0.193035693,0,0.211951594,0,0.118783019,0,0,0,0.162407478,0,0,0,0.052836187,0,0,0,0,0,0,0,0,0,0,0,0.216953011,0,0,0,0,0,0,0,0,0,0.222792379,0.187795062,0,0.125690319,0,0,0,0,0,0,0,0,1,0,0,0,0,0.150772293,0
"Renal Insufficiency, Chronic",0,0,0,0,0,0,0,0,0,0,0,0.078067544,0,0,0.251681694,0,0,0,0,0,0,0,0,0,0.075605418,0,0,0,0,0,0,0,0.050091252,0.083384921,0.27443925,0.063077472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180993301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402805431,0,0,0,0,0,0,0.033741979,0.034625383,0,0,0.041987161,0,0,0.241698791,0,0,0,0,0,0,0,0,0,0.069163532,0,0.053859798,0.238920196,0,0,0,0,0,0,0,0,0,0.060862536,0,0,0.100804972,0,0,0.059344209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412139583,0,0,0,0,0,0,0,0,1,0,0,0,0.106618413,0.269374485
Hepatoblastoma,0,0.379706253,0,0.065795686,0,0.185921373,0,0,0,0,0,0.059973793,0.210457958,0.053179364,0.061604366,0.11877015,0.122265286,0.181710005,0.125458904,0.139863323,0.049067596,0.068686623,0.112264263,0,0.053174848,0.070498806,0.054023452,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.065781186,0.143009225,0.221445973,0.065795686,0.052259727,0.053179364,0.073242466,0.117578148,0,0,0,0.176127542,0,0.195253656,0,0,0,0,0,0,0,0,0.385610632,0,0.144655742,0.14044827,0,0.160387006,0,0,0.077864317,0,0,0.16032732,0.148718373,0,0,0,0,0,0,0,0.19772901,0.266293452,0.281331002,0,0.061604366,0.145633841,0,0,0.190545648,0.126683563,0,0.176784664,0.164477045,0,0.385610632,0.20207634,0.152855607,0,0,0.086733877,0,0.189018479,0,0.152855607,0,0.158904287,0.060293754,0,0,0,0.238232441,0.317341991,0,0,0,0,0,0.221445973,0.086733877,0,0.163358747,0,0.173625601,0,0.064089336,0.143195695,0.281331002,0.127168567,0,0,0,0,0,0,0.169685536,0,0,0,0,0,0.281331002,0,0,0.123806736,0,0,0.222139287,0.219631659,0,0.18577253,0.190545648,0.171575746,0,0,0,1,0.195253656,0,0,0
"Carcinoma, Squamous Cell",0,0.283736906,0,0.044916432,0,0.25029421,0,0,0,0,0,0.044502378,0.151742912,0.032859837,0.042370659,0.57508021,0.258964613,0.12342888,0.175988889,0.315360883,0.032348324,0.046650919,0.084214944,0,0.034755512,0.05150256,0.035247676,0.044909149,0,0,0,0,0.046658744,0.038129267,0.288271559,0.044907309,0.331682149,0.146528902,0.044916432,0.032359039,0.032859837,0.053291309,0.087683502,0,0,0,0.120082876,0,0.467203749,0,0,0,0,0,0,0,0,0.278924977,0,0.358134372,0.102636598,0,0.103235319,0,0,0.056273526,0,0,0.103201688,0.191995423,0,0,0,0,0,0,0,0.143567456,0.202388977,0.195253656,0,0.042370659,0.105341794,0,0,0.128666339,0.297645036,0,0.115684425,0.335361425,0,0.278924977,0.140024342,0.185773191,0,0,0.061884107,0,0.137906354,0,0.185773191,0,0.096666669,0.044718414,0,0,0,0.175269549,0.128023894,0,0,0,0,0,0.520841644,0.061884107,0,0.112340376,0,0.607066294,0,0.043884748,0.107200613,0.195253656,0.318658766,0,0,0,0,0,0,0.116194837,0,0,0,0,0,0.195253656,0,0,0.082020039,0,0,0.159142735,0.157564505,0,0.117265719,0.128666339,0.10948775,0,0,0,0.195253656,1,0,0,0
Urinary Bladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Klinefelter Syndrome,0,0,0,0,0,0,0,0,0.061909766,0,0,0.194244818,0,0,0.116458308,0,0.049461177,0,0,0,0,0,0,0,0.056180831,0,0,0,0,0.07193837,0,0,0.177124106,0.060365732,0.081823072,0.046205923,0,0,0,0,0,0.068728971,0,0,0,0,0,0,0,0,0,0,0.110178519,0.123095261,0,0,0,0,0,0,0.079960736,0,0,0,0.081751798,0.071731944,0,0,0,0,0,0,0,0,0.182948218,0,0,0,0,0,0,0.116458308,0,0,0,0,0.041290093,0.279691269,0.024035951,0.026224435,0.047189051,0,0.030240809,0,0.063860366,0.173885703,0,0,0,0.116196063,0,0,0,0.059690802,0.208129227,0.047038567,0.227618506,0.039420011,0.153045144,0.057885354,0,0,0.107245086,0,0,0,0,0,0.041808796,0,0.072328058,0.074320975,0,0,0.151239692,0,0,0,0.157012087,0,0.044334235,0,0,0,0,0,0,0,0.238718421,0,0,0.075077433,0.17371184,0,0,0,0,0,0,0,0.150772293,0.106618413,0,0,0,1,0.076674776
"Glomerulonephritis, Membranous",0.075527321,0,0,0,0.21051538,0,0,0,0,0,0,0.059654424,0,0,0.187362007,0,0,0,0,0,0,0,0,0,0.053482457,0,0,0,0,0,0,0,0.038067726,0.058193193,0.197376371,0.046570382,0,0,0,0,0,0,0,0,0,0,0.074509481,0,0,0,0,0,0,0.13416711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069964366,0,0,0,0,0,0,0,0,0.080906487,0.083611811,0,0.495374765,0.299864614,0,0,0,0.070992765,0,0,0.023349578,0.026005792,0,0,0.030727171,0,0,0.184581519,0,0.065857483,0,0,0,0,0,0,0,0.051269342,0,0.041501247,0.174487261,0,0,0,0,0,0,0,0.242626637,0,0.041315652,0,0.270310002,0.074673974,0.061711679,0,0.043204719,0,0,0,0,0,0,0,0,0,0.106862114,0,0,0,0,0,0.052500409,0,0.305882124,0.07617845,0.088080568,0.06683407,0,0.070992765,0,0,0,0.269374485,0,0,0,0.076674776,1
